City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Jinja,UG,0.439,33.2032,73.51,64,100,6.08,overcast clouds
452,Umm Lajj,SA,25.0213,37.2685,77.58,60,78,1.19,broken clouds
453,Xihua,CN,33.7833,114.5167,43.45,56,100,6.04,overcast clouds
454,Gao,ML,16.6362,1.637,89.71,8,10,10.67,clear sky
455,Fort Morgan,US,40.2503,-103.8,36.25,60,1,5.75,clear sky
456,Zyryanka,RU,65.75,150.85,-23.98,96,100,12.8,overcast clouds
457,Surt,LY,31.2089,16.5887,63.09,53,64,28.21,broken clouds
458,Kaseda,JP,31.4167,130.3167,54.97,74,0,16.24,clear sky
459,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,84.29,71,35,3.53,scattered clouds
460,Novoilinsk,RU,51.6829,108.7143,7.02,94,56,2.1,broken clouds
461,Formosa,AR,-26.1775,-58.1781,87.78,45,40,11.5,scattered clouds
462,Le Port,RE,-20.9373,55.2919,78.8,76,61,4.21,broken clouds
463,Margate,GB,51.3813,1.3862,46.11,91,100,13.0,light rain
464,Axim,GH,4.8699,-2.2405,83.57,71,95,7.49,overcast clouds
465,Solnechnyy,RU,50.7214,136.6319,5.94,83,37,3.89,scattered clouds
466,Fuerte Olimpo,PY,-21.0415,-57.8738,97.99,26,4,8.01,clear sky
467,Puerto Rico,AR,-26.796,-55.024,92.71,27,8,3.89,clear sky
468,Kirakira,SB,-10.4544,161.9205,79.45,90,100,10.63,moderate rain
469,Lasa,IT,46.6166,10.7002,29.62,79,4,3.38,clear sky
470,Cabo San Lucas,MX,22.8909,-109.9124,76.51,67,75,0.0,broken clouds
471,Flin Flon,CA,54.7682,-101.865,-7.96,96,62,3.2,broken clouds
472,Mukhen,RU,48.1,136.1,12.52,92,38,4.83,scattered clouds
473,Kauhajoki,FI,62.4333,22.1833,-11.22,98,60,1.43,broken clouds
474,Raahe,FI,64.6833,24.4833,3.29,94,37,5.03,scattered clouds
475,Lisala,CD,2.15,21.5167,80.06,72,82,3.22,broken clouds
476,Wattegama,LK,6.7989,81.4808,77.92,87,86,4.23,overcast clouds
477,Gamba,GA,-2.65,10.0,80.74,79,54,7.18,light rain
478,Homer,US,59.6425,-151.5483,33.08,94,90,20.71,snow
479,Lerwick,GB,60.1545,-1.1494,42.8,73,100,20.4,overcast clouds
480,Madras,IN,13.0878,80.2785,81.97,87,20,4.61,mist
481,Katangli,RU,51.7102,143.2326,13.69,85,4,12.21,clear sky
482,Olavarria,AR,-36.8927,-60.3225,80.02,60,3,15.35,clear sky
483,Duki,PK,30.1541,68.5728,51.57,32,0,3.56,clear sky
484,Buraydah,SA,26.326,43.975,63.86,23,82,8.46,broken clouds
485,Sao Joao Dos Patos,BR,-6.495,-43.7022,95.9,32,44,6.67,scattered clouds
486,Boende,CD,-0.2167,20.8667,82.24,73,98,2.26,overcast clouds
487,North Myrtle Beach,US,33.816,-78.68,59.0,43,90,9.22,overcast clouds
488,Tahe,CN,52.3333,124.7333,4.46,97,10,3.53,clear sky
489,Anadyr,RU,64.75,177.4833,-16.01,75,91,8.01,overcast clouds
490,Hubli,IN,15.35,75.1667,71.64,58,0,6.49,clear sky
491,Valle Hermoso,MX,25.6667,-97.8333,62.74,49,100,7.52,overcast clouds
492,Peruc,CZ,50.3425,13.9599,35.29,95,100,1.86,overcast clouds
493,Yongan,CN,39.6957,113.6871,31.42,42,100,3.91,overcast clouds
494,Yar-Sale,RU,66.8333,70.8333,-6.36,88,95,15.14,overcast clouds
495,Ihosy,MG,-22.4,46.1167,83.08,31,0,8.37,clear sky
496,Lucero,PH,16.4051,119.9124,79.09,68,48,14.03,scattered clouds
497,Chaiya,TH,9.3862,99.1986,77.0,80,34,11.52,scattered clouds
498,Kopavogur,IS,64.1123,-21.913,30.42,69,34,9.19,scattered clouds
499,Savalou,BJ,7.9281,1.9756,93.18,32,99,4.61,overcast clouds
500,Timbiqui,CO,2.7717,-77.6654,77.86,86,100,5.35,overcast clouds
501,Sinop,TR,41.7711,34.8709,50.41,63,14,10.63,few clouds
502,Maceio,BR,-9.6658,-35.7353,89.04,62,75,17.27,broken clouds
503,Itarema,BR,-2.9248,-39.9167,89.01,58,10,18.32,clear sky
504,Kismayo,SO,-0.3582,42.5454,81.3,73,64,11.01,broken clouds
505,Saint-Francois,FR,46.4154,3.9054,45.84,68,0,13.8,clear sky
506,Macerata,IT,43.2,13.1667,37.69,66,0,2.15,clear sky
507,Sol-Iletsk,RU,51.1631,54.9918,20.5,67,36,7.36,scattered clouds
508,Batagay-Alyta,RU,67.8006,130.4114,-31.61,78,100,2.86,overcast clouds
509,Denton,US,33.2001,-97.1336,48.67,55,1,4.0,clear sky
510,Ankazoabo,MG,-22.2833,44.5167,87.93,40,74,8.68,broken clouds
511,Saint Anthony,US,45.0205,-93.218,14.25,83,90,3.0,light snow
512,Broken Hill,AU,-31.95,141.4333,58.78,40,0,21.45,clear sky
513,Tezu,IN,27.9167,96.1667,62.71,89,28,2.66,scattered clouds
514,Houma,US,29.5958,-90.7195,66.99,97,90,8.05,mist
515,Arman,RU,59.7,150.1667,-10.93,98,61,6.6,broken clouds
516,Broome,US,42.2506,-75.833,34.09,64,32,5.01,scattered clouds
517,Matata,NZ,-37.8833,176.75,65.59,93,100,4.03,overcast clouds
518,Canton,CN,23.1167,113.25,68.0,37,100,3.74,overcast clouds
519,Buchanan,LR,5.8808,-10.0467,83.12,74,55,10.63,broken clouds
520,Menongue,AO,-14.6585,17.691,67.41,80,83,6.55,moderate rain
521,Pemba,MZ,-12.974,40.5178,82.18,73,100,12.26,overcast clouds
522,Rusape,ZW,-18.5278,32.1284,78.66,34,91,4.9,overcast clouds
523,Mabai,CN,23.0128,104.4508,43.74,84,0,2.1,clear sky
524,Rapid Valley,US,44.0625,-103.1463,31.06,84,1,9.22,clear sky
525,Miandrivazo,MG,-19.5167,45.4667,90.57,40,6,11.63,clear sky
526,Manadhoo,MV,5.7667,73.3833,83.46,73,80,13.22,broken clouds
527,Bud,US,39.447,-86.1758,25.59,53,99,0.89,overcast clouds
528,Cadereyta,MX,25.5833,-99.9833,65.34,34,85,5.23,overcast clouds
529,Conde,BR,-7.2597,-34.9075,89.06,51,20,11.5,few clouds
530,Baruun-Urt,MN,46.6806,113.2792,21.92,42,100,12.44,overcast clouds
531,Mahibadhoo,MV,3.7833,72.9667,82.92,76,86,12.93,overcast clouds
532,Salina Cruz,MX,16.1667,-95.2,87.12,51,2,14.97,clear sky
533,Prince George,CA,53.9166,-122.753,21.29,93,100,6.02,snow
534,Santa Fe,AR,-31.6333,-60.7,88.02,36,0,8.01,clear sky
535,Puerto Ayacucho,VE,5.6639,-67.6236,87.17,63,45,1.63,scattered clouds
536,Morondava,MG,-20.2833,44.2833,83.16,74,28,18.88,scattered clouds
537,Kalabo,ZM,-14.97,22.6814,76.84,54,100,7.05,overcast clouds
538,Geraldton,AU,-28.7667,114.6,70.21,88,3,8.05,clear sky
539,Termoli,IT,41.9888,14.9895,48.02,58,63,27.38,broken clouds
540,Kulachi,PK,31.9286,70.4592,61.7,33,1,2.19,clear sky
541,Ucluelet,CA,48.9329,-125.5528,43.11,93,100,1.01,overcast clouds
542,Awjilah,LY,29.1081,21.2869,59.14,38,5,15.48,clear sky
543,Waingapu,ID,-9.6567,120.2641,79.27,85,91,6.35,overcast clouds
544,Katsuura,JP,35.1333,140.3,53.71,95,100,24.36,moderate rain
545,Guiglo,CI,6.5456,-7.4966,94.32,29,8,5.23,clear sky
546,Coquimbo,CL,-29.9533,-71.3436,62.33,72,75,11.5,broken clouds
547,Ajaccio,FR,42.0,8.9167,50.49,62,0,3.44,clear sky
548,Yulara,AU,-25.2406,130.9889,75.04,53,75,10.36,broken clouds
549,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,84.52,74,38,4.07,scattered clouds
550,Domoni,KM,-12.2569,44.5319,81.0,77,99,2.55,overcast clouds
551,Matamoros,MX,25.5333,-103.25,60.91,41,75,3.44,broken clouds
552,Stephenville Crossing,CA,48.5,-58.4318,40.21,89,100,28.74,overcast clouds
553,Nuuk,GL,64.1835,-51.7216,20.01,49,20,9.22,few clouds
554,Padang,ID,-0.9492,100.3543,78.85,83,100,3.33,overcast clouds
555,Deer Lake,CA,49.1667,-57.4316,44.46,93,75,12.66,mist
556,Taunggyi,MM,20.7833,97.0333,57.9,87,35,0.67,scattered clouds
557,Antsohihy,MG,-14.8796,47.9875,82.49,66,23,4.97,few clouds
558,Tala,EG,30.6803,30.9429,65.14,35,3,14.83,clear sky
559,Okato,NZ,-39.2,173.8833,66.42,96,95,2.57,light rain
560,Sanquhar,GB,55.3653,-3.9216,39.96,97,100,20.13,light rain
561,Kabalo,CD,-6.05,26.9167,81.72,69,67,2.68,broken clouds
562,Zabol,AF,32.25,67.25,42.24,19,22,7.65,few clouds
563,Russell,US,32.3502,-85.1999,50.97,71,90,0.0,overcast clouds
564,Cascais,PT,38.6979,-9.4215,63.63,77,75,1.01,broken clouds
565,Katherine,AU,-14.4667,132.2667,80.92,74,89,5.75,overcast clouds
566,Purpe,RU,64.4803,76.6897,2.61,94,89,13.0,overcast clouds
567,Tan An,VN,10.5333,106.4167,77.02,87,48,0.76,scattered clouds
568,Hamilton,US,39.1834,-84.5333,28.11,58,1,1.01,clear sky
569,Biak,ID,-0.9131,122.8766,76.77,84,100,4.74,overcast clouds
570,Porvoo,FI,60.3923,25.6651,8.1,95,54,4.12,broken clouds
571,Ewa Beach,US,21.3156,-158.0072,71.55,86,90,9.22,light rain
572,Hanzhong,CN,33.0728,107.0303,42.44,77,99,2.39,overcast clouds
573,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,78,75,10.0,volcanic ash
574,Monrovia,LR,6.3005,-10.7969,83.62,72,93,10.49,overcast clouds
575,Adana,TR,36.985,35.2881,64.92,45,0,6.91,clear sky
576,Saint-Joseph,RE,-21.3667,55.6167,77.38,79,29,12.62,light rain
577,Greeneville,US,36.1632,-82.831,46.92,67,1,5.75,clear sky
578,Opuwo,NA,-18.0607,13.84,92.21,13,5,12.95,clear sky
579,Saiha,IN,22.4833,92.9667,66.85,87,99,1.81,overcast clouds
580,Ahipara,NZ,-35.1667,173.1667,64.58,94,97,4.34,overcast clouds
581,Naze,JP,28.3667,129.4833,62.08,58,0,19.93,clear sky
582,Kemijarvi,FI,66.7131,27.4306,-2.09,93,12,3.58,few clouds
583,Nouakchott,MR,18.0858,-15.9785,87.73,21,83,11.97,broken clouds
584,Barranca,PE,-10.75,-77.7667,70.56,76,77,10.33,broken clouds
585,Barra Do Garcas,BR,-15.89,-52.2567,92.77,47,9,2.21,clear sky
586,Ramon Castilla,PE,-4.2569,-69.9594,82.65,74,75,6.91,broken clouds
587,Chlorakas,CY,34.8042,32.4083,67.23,70,90,14.97,overcast clouds
588,Kirksville,US,40.1948,-92.5833,25.05,58,40,7.0,scattered clouds
589,Porto Nacional,BR,-10.7081,-48.4172,77.0,58,22,4.29,few clouds
590,Chapleau,CA,47.8405,-83.4034,0.46,85,100,3.87,overcast clouds
591,Nampa,US,43.5407,-116.5635,39.42,97,1,0.0,mist
592,Bitung,ID,1.4451,125.1824,81.45,87,100,7.43,overcast clouds
593,Toropets,RU,56.4978,31.6353,13.24,96,96,6.64,overcast clouds
594,Jobat,IN,22.4167,74.5667,71.56,54,0,1.28,clear sky
595,Pinheiro Machado,BR,-31.5783,-53.3811,73.06,61,32,11.23,scattered clouds
596,Novonukutskiy,RU,53.7002,102.7117,5.76,96,63,2.91,broken clouds
597,San Vicente,AR,-26.6167,-54.1333,84.27,31,29,4.81,scattered clouds
598,Sibolga,ID,1.7427,98.7792,78.08,83,97,2.28,overcast clouds
599,Tessalit,ML,20.1986,1.0114,86.97,9,11,3.42,few clouds
600,Helong,CN,42.5397,128.9972,22.51,80,4,5.01,clear sky
601,Paungde,MM,18.4833,95.5,71.49,77,0,1.41,clear sky
602,Victor Harbor,AU,-35.5667,138.6167,55.72,59,100,16.51,overcast clouds
603,Ixtapa,MX,20.7,-105.2,74.43,60,1,10.36,clear sky
604,Mushie,CD,-3.0167,16.9,79.02,80,88,3.0,overcast clouds
605,Redcliffe,AU,-27.2307,153.0973,73.35,86,75,6.91,broken clouds
606,Nago,JP,26.5881,127.9761,69.87,57,86,14.99,overcast clouds
607,Yenagoa,NG,4.9247,6.2642,88.83,58,76,5.37,broken clouds
608,Oranjestad,AW,12.524,-70.027,84.15,74,40,20.71,scattered clouds
609,Vyartsilya,RU,62.1764,30.693,13.84,94,100,4.45,light snow
610,Mitu,CO,1.1983,-70.1733,78.28,94,88,3.51,overcast clouds
611,Hit,IQ,33.6416,42.8251,59.86,42,100,5.97,overcast clouds
612,Hastings,GB,50.8552,0.5729,48.52,84,100,40.15,overcast clouds
613,Azanka,RU,58.0401,64.7893,3.94,92,24,4.61,few clouds
614,Emerald,AU,-23.5333,148.1667,69.98,71,91,11.16,overcast clouds
615,Ozu,JP,33.5,132.55,52.18,76,27,16.46,scattered clouds
616,Qaqortoq,GL,60.7167,-46.0333,16.3,76,6,5.59,clear sky
617,Seoul,KR,37.5683,126.9778,40.44,77,0,3.0,clear sky
618,Indore,IN,22.7179,75.8333,62.78,77,0,5.75,haze
619,Male,MV,4.1748,73.5089,82.99,75,64,11.03,broken clouds
620,Riyadh,SA,24.6877,46.7219,66.34,24,3,7.38,clear sky
621,Ramhormoz,IR,31.28,49.6035,68.22,36,30,4.83,scattered clouds
622,Takoradi,GH,4.8845,-1.7554,83.37,72,67,8.93,broken clouds
623,Marevo,RU,57.3146,32.0804,14.47,95,99,5.91,overcast clouds
624,Santa Cruz Del Sur,CU,20.7147,-77.9956,82.8,68,2,10.09,light rain
625,Uddevalla,SE,58.3478,11.9424,27.14,89,100,1.01,overcast clouds
626,Oriximina,BR,-1.7656,-55.8661,84.06,69,97,5.03,overcast clouds
627,Adrar,MR,20.5022,-10.0711,77.86,7,74,15.3,broken clouds
628,Kurdzhinovo,RU,43.9884,40.9552,46.74,52,4,6.46,clear sky
629,Swift Current,CA,50.2834,-107.8014,10.18,74,100,5.99,overcast clouds
630,Bichura,RU,50.5881,107.6022,10.65,84,17,2.73,few clouds
631,Maumere,ID,-8.6199,122.2111,80.78,80,93,3.36,overcast clouds
632,Tacoronte,ES,28.4769,-16.4102,64.54,73,75,5.01,broken clouds
633,Zhicheng,CN,30.2956,111.5047,50.0,46,95,4.14,overcast clouds
634,North Bend,US,43.4065,-124.2243,49.86,100,90,0.0,fog
635,Sept-Iles,CA,50.2001,-66.3821,21.06,70,57,21.0,broken clouds
636,Puerto Carreno,CO,6.189,-67.4859,91.22,47,31,7.45,scattered clouds
637,Carbondale,US,37.7273,-89.2168,34.21,59,1,1.01,clear sky
638,Aswan,EG,24.0934,32.907,76.8,31,63,8.5,broken clouds
639,Jiuquan,CN,39.7432,98.5174,29.08,42,100,1.63,overcast clouds
640,Teya,RU,60.3778,92.6267,9.34,97,99,1.68,overcast clouds
641,Dunda,TZ,-8.1167,34.25,78.62,42,99,5.75,overcast clouds
642,Udaipur,IN,24.5712,73.6918,59.9,54,1,4.68,clear sky
643,Haukipudas,FI,65.1765,25.3523,3.25,93,30,5.93,scattered clouds
644,Farafangana,MG,-22.8167,47.8333,78.37,81,0,13.98,clear sky
645,Collie,AU,-33.3667,116.15,60.98,62,8,13.09,clear sky
646,Neiafu,TO,-18.65,-173.9833,79.48,83,75,6.91,light rain
647,Ternate,ID,0.8,127.4,81.54,84,100,11.25,overcast clouds
648,Sola,VU,-13.8833,167.55,80.53,75,100,3.85,overcast clouds
649,Half Moon Bay,US,37.4636,-122.4286,54.3,94,75,9.22,mist
650,Klyuchi,RU,52.2667,79.1667,11.59,94,89,8.79,overcast clouds
651,Abonnema,NG,4.7084,6.7931,87.64,61,83,10.74,broken clouds
652,Gobabis,NA,-22.45,18.9667,83.48,25,39,17.6,scattered clouds
653,Leshan,CN,29.5623,103.7639,50.99,87,100,7.43,overcast clouds
654,Navrongo,GH,10.8956,-1.0921,97.83,11,69,9.89,broken clouds
655,Camacari,BR,-12.6975,-38.3242,85.77,54,83,8.28,broken clouds
656,Quelimane,MZ,-17.8786,36.8883,82.04,71,98,10.54,overcast clouds
657,Conceicao Das Alagoas,BR,-19.9147,-48.3883,88.52,40,9,10.92,clear sky
658,Benguela,AO,-12.5763,13.4055,81.61,71,62,9.26,broken clouds
659,Xiangfan,CN,32.0422,112.1448,47.64,50,100,5.41,overcast clouds
660,Prainha,BR,-1.8,-53.48,87.93,55,63,2.75,broken clouds
661,Marzuq,YE,14.4,46.4667,67.21,23,2,4.54,clear sky
662,Bosilegrad,RS,42.5011,22.4724,33.06,93,100,5.66,light snow
663,Huilong,CN,31.8111,121.655,53.04,74,100,9.51,overcast clouds
664,Rock Springs,US,41.5875,-109.2029,37.04,63,75,8.01,broken clouds
665,Rayong,TH,12.8333,101.4333,72.77,84,49,6.38,scattered clouds
666,Karanganyar,ID,-6.7072,111.0834,76.59,91,86,4.12,overcast clouds
667,Chihuahua,MX,28.5,-106.0,52.63,39,1,6.76,clear sky
668,Jalu,LY,29.0331,21.5482,58.73,38,3,14.67,clear sky
669,Mgachi,RU,51.05,142.2667,13.62,87,4,6.76,clear sky
670,Tucurui,BR,-3.7661,-49.6725,75.52,95,100,0.92,overcast clouds
671,Rancho Palos Verdes,US,33.7445,-118.387,58.78,92,90,3.0,overcast clouds
672,Muisne,EC,0.6,-80.0333,80.71,85,100,7.56,overcast clouds
673,Metro,ID,-5.1131,105.3067,74.98,93,96,0.27,overcast clouds
674,Bure,ET,10.7,37.0667,61.18,40,52,5.01,broken clouds
675,Fukue,JP,32.6881,128.8419,59.95,58,36,26.57,scattered clouds
676,Yakeshi,CN,49.2833,120.7333,3.2,93,8,2.53,clear sky
677,Palmer,US,42.1584,-72.3287,40.93,50,75,5.01,broken clouds
678,Zaraza,VE,9.3503,-65.3245,92.01,36,24,5.14,few clouds
